neighborhood,house_age,num_bedrooms,num_bathrooms,sqft_living,sqft_lot,num_floors,garage_type,has_pool,house_condition,heating_type,school_rating,crime_rate,renovation_year,price
Historic,47,4,2,1494.0,,1,,0,Excellent,Central,7.6,0.6,0.0,386057
Historic,1,3,2,1203.0,3712.0,2,Double,0,Excellent,Radiator,8.5,0.2,0.0,359562
Uptown,57,3,2,1100.0,3633.0,2,Single,0,Good,Radiator,5.8,8.32,2017.0,293718
Suburbs,38,3,2,1428.0,5122.0,1,Single,0,Good,Central,6.6,,0.0,325927
Suburbs,62,5,4,2490.0,9670.0,2,Single,0,Fair,Radiator,4.2,1.6,2016.0,381227
Downtown,79,5,4,2179.0,9702.0,1,,0,Excellent,Central,3.2,4.33,0.0,507284
Rural,70,4,4,2162.0,3211.0,2,Double,0,Good,Electric,4.2,0.1,0.0,325528
Downtown,65,3,2,1486.0,3204.0,1,Double,0,Poor,Central,8.0,11.46,0.0,250075
Rural,62,2,1,851.0,3668.0,1,,0,Fair,Central,5.0,12.4,2000.0,120608
Rural,56,4,3,1481.0,3494.0,1,Double,0,Poor,Central,8.3,2.46,1995.0,282218
Suburbs,67,2,2,897.0,6270.0,1,Single,0,Excellent,Central,3.2,9.32,1997.0,224443
Rural,17,4,2,1803.0,9536.0,1,,0,Good,,5.2,0.11,2018.0,332261
Downtown,8,3,2,1380.0,6174.0,2,Single,0,Good,Radiator,3.4,0.64,2019.0,378676
Downtown,60,3,3,1459.0,4148.0,3,Double,0,Fair,Central,8.3,,1998.0,278175
Uptown,40,3,2,1208.0,2972.0,2,Double,0,Good,Radiator,5.9,1.57,2001.0,349925
Suburbs,62,5,3,1752.0,7580.0,3,Double,0,Excellent,Central,4.3,4.72,2011.0,381851
Downtown,41,2,2,1025.0,4722.0,2,Single,0,Good,Central,7.0,17.54,2000.0,290199
Rural,12,4,2,2058.0,3847.0,1,,0,Fair,Central,9.8,0.85,0.0,345059
Historic,54,4,2,2129.0,2983.0,1,Single,0,Excellent,Electric,3.3,9.33,2004.0,450961
Suburbs,11,5,3,2719.0,6083.0,1,Single,0,Good,Central,7.3,7.29,2023.0,482033
Waterfront,60,3,3,1145.0,7769.0,1,,0,Poor,Central,7.9,2.39,2015.0,253064
Downtown,68,3,3,1262.0,5791.0,1,Single,0,Excellent,,8.9,4.21,0.0,407690
Downtown,78,6,5,3121.0,5844.0,2,Single,0,Good,Central,5.3,2.18,2021.0,561592
Rural,46,3,2,1610.0,6592.0,1,Double,0,Good,Central,7.6,1.39,1996.0,295570
Rural,38,3,2,1058.0,4676.0,3,Single,0,Excellent,Central,3.6,0.71,2022.0,276136
Waterfront,61,3,2,1282.0,8497.0,1,Single,0,Fair,Central,,5.39,2003.0,294124
Historic,17,1,1,372.0,3712.0,2,Single,1,Excellent,Electric,8.0,1.0,2017.0,246060
Midtown,66,3,2,1523.0,5741.0,2,,0,Poor,Electric,6.2,10.09,2004.0,206146
Rural,72,4,3,1997.0,4365.0,1,,1,Poor,Central,6.5,,0.0,279080
Suburbs,36,4,4,2003.0,7231.0,2,Single,1,Good,Electric,,5.77,0.0,395669
Historic,74,1,1,428.0,1094.0,2,,1,Good,Electric,4.0,4.8,2002.0,141465
Suburbs,7,4,2,1724.0,5850.0,2,Double,0,Poor,Central,4.3,5.15,0.0,259161
Suburbs,16,3,3,1207.0,8408.0,3,Double,0,Good,Electric,5.7,11.28,2020.0,325650
Downtown,14,3,2,1266.0,9150.0,3,Double,0,Good,Radiator,5.6,1.95,2022.0,406300
Downtown,25,6,4,3279.0,9197.0,1,Double,0,Good,Central,6.9,6.22,0.0,652046
Midtown,4,3,2,1077.0,6469.0,1,Single,0,Good,Radiator,6.1,0.91,2023.0,331121
Uptown,29,4,3,1659.0,3285.0,1,,0,Fair,Central,5.0,5.14,2002.0,319474
Waterfront,56,3,2,1523.0,2108.0,1,Single,0,Good,Central,9.0,2.6,0.0,418746
Suburbs,6,4,4,1705.0,5982.0,1,Single,0,Poor,Central,4.1,9.33,0.0,227342
Suburbs,1,3,2,1619.0,5916.0,1,Single,0,Good,Central,3.1,2.12,0.0,301272
Suburbs,39,3,2,1249.0,7735.0,2,Single,0,Good,Central,4.0,9.66,0.0,264706
Suburbs,1,3,2,1559.0,9452.0,1,Single,0,Fair,Electric,6.4,3.05,0.0,327263
Rural,63,3,3,1539.0,5611.0,3,Single,0,Good,Central,7.1,,0.0,242923
Historic,57,2,1,703.0,3917.0,1,,1,Good,Central,4.1,35.5,0.0,167879
Waterfront,67,4,4,1722.0,8191.0,1,Single,0,Excellent,Electric,7.0,19.66,0.0,473548
Suburbs,65,3,2,1218.0,7205.0,1,Double,1,Good,Electric,3.3,2.9,,307782
Midtown,65,4,3,1783.0,4333.0,1,Single,0,Excellent,Central,7.3,16.91,2012.0,388150
Historic,21,3,3,1327.0,4698.0,2,Single,0,Fair,Central,6.7,9.46,2021.0,303542
Rural,30,3,2,1593.0,5019.0,3,Single,1,Good,Central,5.9,0.06,2016.0,324502
Waterfront,33,6,4,2320.0,10307.0,1,Single,0,Good,Central,9.5,,0.0,577919
Suburbs,48,6,5,2318.0,9750.0,2,,0,Excellent,Radiator,6.0,0.47,2010.0,481246
Suburbs,22,3,2,1114.0,2661.0,2,Double,0,Excellent,Central,5.6,0.72,0.0,353551
Suburbs,54,5,5,2488.0,8581.0,1,Single,0,Good,Central,4.6,12.09,2014.0,458720
Historic,4,3,2,1600.0,3943.0,1,Single,0,Fair,Radiator,5.2,1.79,0.0,297266
Downtown,55,2,2,847.0,8015.0,1,Double,0,Fair,Central,4.5,4.35,1999.0,228175
Downtown,44,3,3,1087.0,4600.0,1,,0,Poor,Electric,4.2,3.07,2001.0,233441
Downtown,12,6,4,2287.0,4028.0,2,Single,1,Fair,Central,5.9,12.72,2015.0,488645
Downtown,79,6,3,2222.0,7313.0,3,Double,0,Good,Central,3.4,1.34,0.0,417296
Uptown,74,2,1,936.0,4166.0,2,Double,0,Fair,Central,7.4,2.91,0.0,228601
Historic,52,4,4,1625.0,5034.0,2,,0,Good,Central,6.3,0.45,0.0,341815
Rural,76,4,3,2117.0,3206.0,2,Single,0,Poor,Central,4.4,4.97,0.0,261828
Downtown,65,3,2,1147.0,7517.0,1,Double,0,Good,Electric,3.0,10.86,2001.0,310457
Rural,65,4,3,2144.0,8520.0,2,Double,0,Excellent,Central,7.0,1.82,2000.0,452746
Rural,10,3,2,1249.0,5753.0,1,Single,0,Good,Central,3.5,7.88,0.0,269685
Suburbs,18,2,2,1046.0,7682.0,1,Double,0,Excellent,Radiator,9.9,0.73,0.0,283584
Suburbs,47,4,4,2159.0,5832.0,1,Double,0,Good,Radiator,6.4,3.15,0.0,441454
Suburbs,66,3,2,1641.0,2170.0,1,Single,0,Good,Central,,1.62,2017.0,320717
Waterfront,49,3,3,1532.0,5886.0,2,Single,0,Good,Central,9.2,5.52,1998.0,412866
Waterfront,72,2,1,740.0,7850.0,1,Single,0,Good,Central,9.6,5.84,2015.0,298364
Downtown,22,4,4,1444.0,8290.0,2,Single,0,Good,Electric,9.5,2.62,2006.0,438057
Suburbs,26,3,2,1493.0,2716.0,2,Single,0,Excellent,Electric,6.1,2.03,2022.0,366956
Waterfront,9,3,3,1588.0,6336.0,1,,0,Excellent,Central,4.5,,2019.0,470293
Rural,21,4,4,1532.0,6805.0,2,Double,0,Good,Central,9.2,3.91,2012.0,391130
Uptown,63,2,2,1076.0,3666.0,1,Double,0,Good,,4.8,3.94,0.0,310773
Waterfront,6,5,5,2360.0,9417.0,3,,0,Good,Electric,5.2,7.78,0.0,529345
Suburbs,14,3,2,1124.0,3199.0,1,Single,0,Excellent,Radiator,3.8,4.85,2017.0,315490
Downtown,33,3,3,1150.0,4140.0,1,,0,Fair,Central,9.0,0.81,2000.0,307582
Waterfront,71,2,2,726.0,3424.0,2,Single,0,Excellent,Central,9.4,0.57,0.0,335395
Downtown,24,2,1,757.0,8468.0,3,Single,0,Fair,Central,8.7,1.49,,271304
Rural,73,5,4,2482.0,8694.0,1,Single,0,Good,Electric,5.1,2.29,1993.0,445168
Midtown,75,3,3,1181.0,7057.0,3,Double,0,Excellent,Central,8.7,1.57,2020.0,373565
Rural,51,4,2,1849.0,5910.0,2,Double,0,Fair,Electric,3.9,,0.0,314606
Suburbs,2,2,1,988.0,5533.0,2,Single,0,Good,Electric,8.5,0.31,0.0,235572
Waterfront,15,4,3,2116.0,3742.0,1,Single,1,Fair,Central,9.6,3.63,2018.0,473019
Rural,35,5,3,2339.0,6803.0,2,,0,Good,Central,4.7,0.1,0.0,419125
Rural,36,3,3,1391.0,5812.0,2,Single,1,Good,Electric,6.6,3.64,0.0,327411
Midtown,39,3,2,1597.0,3673.0,3,Double,0,Good,Electric,7.3,0.74,0.0,369203
Suburbs,4,5,3,2044.0,9517.0,1,Double,0,Poor,Central,6.2,10.37,2021.0,293069
Midtown,64,4,3,1562.0,7881.0,2,Double,0,Fair,Electric,4.9,2.5,1996.0,302633
Midtown,74,2,2,1049.0,4828.0,2,,0,Fair,Central,6.2,7.43,2014.0,224508
Suburbs,6,3,3,1094.0,3011.0,3,Single,0,Good,Radiator,7.4,,2021.0,309269
Downtown,57,2,2,775.0,5478.0,1,,0,Fair,Central,5.9,,0.0,175136
Downtown,30,5,4,2161.0,9133.0,1,Double,0,Good,Electric,7.9,3.04,0.0,531672
Downtown,74,4,3,1689.0,5594.0,1,Double,1,Good,Central,3.5,5.79,0.0,382381
Downtown,67,6,5,2947.0,4978.0,2,Double,0,Good,Radiator,6.6,11.9,0.0,564695
Waterfront,15,1,1,368.0,7717.0,1,Single,0,Excellent,Central,9.3,1.74,2014.0,315276
Downtown,17,3,3,1336.0,6564.0,3,,0,Excellent,Central,9.9,2.55,0.0,431114
Suburbs,18,2,2,1023.0,3356.0,1,Single,0,Fair,Central,6.9,5.31,2013.0,239392
Uptown,19,3,2,1460.0,9053.0,1,Double,0,Good,Radiator,6.6,0.87,2014.0,403464
Downtown,76,2,2,952.0,6144.0,2,,0,Fair,,5.4,6.05,2021.0,200658
Uptown,69,3,3,1193.0,6214.0,1,Double,0,Fair,Central,4.6,8.43,2007.0,276221
Suburbs,24,4,2,1714.0,5863.0,1,Single,0,Good,Central,4.7,4.6,2009.0,355867
Downtown,48,2,2,772.0,4925.0,1,,1,Excellent,,3.2,1.93,2001.0,304339
Waterfront,30,3,2,1355.0,6857.0,1,Single,0,Good,Central,9.9,4.86,2021.0,429031
Waterfront,15,5,3,2334.0,9210.0,1,,1,Good,Radiator,4.4,10.94,2016.0,504939
Uptown,47,6,5,2857.0,9951.0,1,,1,Fair,Radiator,6.8,1.46,0.0,503752
Historic,44,3,2,1575.0,2829.0,3,,0,Good,Electric,3.4,10.22,2003.0,305547
Uptown,27,5,4,1811.0,7697.0,2,Single,0,Good,Central,,6.62,0.0,419187
Suburbs,64,3,2,1282.0,8441.0,2,Single,0,Good,Central,8.6,2.91,0.0,326926
Suburbs,41,3,2,1404.0,8638.0,1,Single,0,Good,Central,7.2,32.57,0.0,296212
Historic,68,5,3,2320.0,6621.0,2,Single,0,Good,Central,3.9,0.75,0.0,411655
Uptown,5,4,3,1417.0,5367.0,2,,1,Fair,Central,6.4,2.85,2021.0,352630
Midtown,53,5,3,1939.0,8306.0,1,Single,0,Excellent,Central,5.3,6.04,1998.0,478112
Suburbs,8,4,4,2076.0,5107.0,1,Single,0,Good,Electric,6.4,0.07,0.0,441559
Suburbs,22,2,1,906.0,5580.0,1,Double,0,Fair,Central,3.8,11.2,2006.0,186314
Historic,7,3,3,1298.0,8630.0,1,Single,0,Poor,Central,9.2,2.15,2019.0,303493
Suburbs,22,3,2,1590.0,3355.0,2,Single,0,Fair,,6.9,1.13,2005.0,305138
Midtown,46,3,3,1094.0,8143.0,2,Single,0,Good,Central,6.8,1.85,2009.0,321979
Uptown,30,2,1,1068.0,6569.0,2,,1,Fair,Electric,4.2,1.1,2019.0,247627
Suburbs,16,3,2,1066.0,1841.0,1,Single,0,Excellent,Electric,6.8,0.02,2020.0,327387
Historic,79,5,4,2312.0,4853.0,2,Single,0,Good,Central,9.9,0.26,1999.0,431949
Historic,5,5,4,2305.0,6717.0,1,Single,0,Good,Central,3.8,0.97,2021.0,464293
Downtown,67,4,3,1911.0,2588.0,2,Single,1,Good,Central,7.9,5.51,2011.0,470620
Midtown,23,3,2,1067.0,2237.0,2,Single,0,Fair,Central,5.7,0.0,0.0,230791
Rural,61,4,3,1824.0,3135.0,1,Single,0,Fair,,8.4,5.97,2002.0,320663
Uptown,74,4,2,1490.0,5037.0,2,Double,0,Fair,Central,6.6,0.77,2016.0,306794
Suburbs,5,6,4,2287.0,4353.0,2,,0,Poor,,9.3,3.54,2021.0,364201
Uptown,23,2,2,786.0,4321.0,2,Single,1,Fair,Radiator,3.6,2.27,2010.0,257545
Suburbs,79,3,3,1417.0,2247.0,1,Double,1,Good,Electric,6.0,3.22,1990.0,338463
Downtown,25,5,5,2140.0,6195.0,2,Double,0,Excellent,Central,5.3,5.58,0.0,604781
Midtown,8,5,3,1835.0,9031.0,2,Double,0,Fair,Central,9.2,1.09,0.0,367624
Downtown,21,3,3,1223.0,5310.0,1,Single,0,Fair,Electric,3.3,0.86,2009.0,326214
Suburbs,2,2,1,730.0,3135.0,1,Double,1,Good,Electric,4.3,13.22,2023.0,240120
Midtown,22,4,2,1931.0,9868.0,3,Double,0,Fair,Radiator,6.3,0.22,2007.0,402794
Midtown,72,3,2,1384.0,2057.0,1,Single,0,Fair,Central,6.8,3.69,0.0,272623
Rural,72,4,4,1726.0,4071.0,2,,0,Fair,Central,6.4,,0.0,239100
Waterfront,68,3,3,1606.0,8726.0,2,,0,Good,Central,7.2,0.11,2021.0,411370
Suburbs,64,2,2,907.0,1498.0,1,Double,0,Good,Electric,9.5,2.59,0.0,234026
Suburbs,19,1,1,527.0,3584.0,2,Single,0,Fair,Radiator,7.5,2.91,0.0,174307
Suburbs,53,3,2,1397.0,8936.0,3,Single,0,Poor,Central,6.3,11.51,2015.0,222967
Waterfront,52,2,2,850.0,3998.0,2,Single,0,Good,Central,7.2,0.46,1993.0,307061
Historic,47,2,2,915.0,,1,Single,0,Fair,Electric,4.5,6.84,,177231
Historic,54,3,2,1141.0,7305.0,1,,0,Good,Radiator,3.4,4.33,0.0,246644
Historic,44,3,2,1454.0,6463.0,1,Single,1,Good,Radiator,7.8,10.06,0.0,361769
Downtown,7,3,3,1639.0,4323.0,1,Single,0,Fair,Central,8.3,0.23,0.0,373651
Rural,1,2,2,798.0,4023.0,2,,0,Excellent,Central,9.6,2.72,0.0,261661
Downtown,63,5,4,2073.0,6757.0,1,,0,Good,Central,9.7,4.06,1998.0,485613
Rural,39,2,2,862.0,7075.0,3,Single,0,Good,Electric,9.1,0.79,1992.0,208923
Suburbs,19,3,3,1340.0,2906.0,2,Single,0,Fair,Central,,1.04,2007.0,309106
Uptown,31,3,2,1481.0,,2,Single,1,Fair,Central,8.3,4.16,,332980
Suburbs,77,5,3,1886.0,2729.0,2,,0,Excellent,Radiator,9.3,4.4,0.0,394925
Downtown,24,3,2,1231.0,4074.0,2,Double,0,Good,Electric,,0.71,2020.0,319076
Downtown,69,2,1,915.0,5851.0,1,Single,0,Good,,3.2,3.24,2011.0,273992
Historic,65,1,1,467.0,3645.0,2,Single,0,Good,,8.4,0.79,0.0,190814
Waterfront,33,4,4,1829.0,3670.0,1,Single,1,Good,Central,8.8,0.37,0.0,549279
Downtown,59,4,2,1748.0,2282.0,2,Single,0,Good,Electric,5.0,7.88,2009.0,404158
Downtown,33,3,3,1476.0,6242.0,2,Single,0,Excellent,Central,3.4,0.62,1993.0,432722
Historic,32,2,2,781.0,4875.0,1,Single,0,Good,Central,3.1,0.64,2000.0,252048
Downtown,59,3,2,1219.0,6200.0,2,Single,0,Fair,Electric,3.5,4.47,2000.0,255587
Uptown,41,3,3,1316.0,6246.0,1,Single,1,Excellent,Radiator,6.3,1.57,0.0,412059
Historic,12,4,3,1956.0,6630.0,3,Double,0,Fair,Electric,9.7,3.74,0.0,355191
Downtown,73,2,2,732.0,8532.0,2,Single,0,Poor,Central,3.3,0.24,2019.0,184220
Downtown,11,3,2,1119.0,8134.0,1,Single,0,Good,Central,5.9,4.29,2015.0,338903
Midtown,19,3,2,1519.0,7306.0,2,,0,Good,Central,6.8,3.67,0.0,354690
Suburbs,54,4,3,1608.0,8203.0,2,Single,0,Fair,Central,7.4,16.79,2020.0,310859
Suburbs,57,4,3,2170.0,9049.0,2,Single,1,Fair,Radiator,5.8,5.98,1991.0,352712
Uptown,42,5,3,2711.0,9144.0,3,Single,0,Excellent,Central,8.7,26.43,2018.0,544636
Midtown,71,3,2,1461.0,7613.0,1,Single,1,Fair,Central,4.1,8.85,,290184
Midtown,31,3,2,1480.0,6568.0,2,Double,0,Excellent,Central,3.1,16.47,1999.0,378262
Historic,52,3,2,1440.0,8732.0,1,Single,0,Good,Electric,8.2,11.43,2003.0,300715
Suburbs,2,3,2,1156.0,7102.0,1,Double,0,Good,Central,9.6,15.36,0.0,301098
Downtown,38,1,1,450.0,5200.0,1,Single,0,Fair,Radiator,8.9,6.11,0.0,193292
Historic,32,3,2,1525.0,5881.0,1,Single,0,Excellent,Central,8.2,0.78,2009.0,414562
Rural,10,2,2,1009.0,3622.0,2,,0,Good,Radiator,3.7,11.96,0.0,200592
Suburbs,8,6,3,3178.0,5445.0,2,Single,1,Fair,Radiator,8.6,3.55,0.0,510074
Midtown,75,4,3,2120.0,,1,Single,0,Good,Central,6.6,3.45,2015.0,367847
Downtown,20,2,2,804.0,2692.0,2,Single,1,Fair,Central,5.1,3.97,0.0,229601
Rural,20,2,1,988.0,1687.0,1,Single,1,Fair,Electric,,,2004.0,245463
Downtown,9,3,2,1440.0,2451.0,2,Single,0,Good,Central,9.0,,0.0,375015
Rural,72,3,2,1581.0,8736.0,2,Single,0,Fair,Central,5.9,4.19,0.0,237085
Downtown,15,3,3,1160.0,8301.0,1,Single,0,Fair,Electric,4.4,7.49,2013.0,301426
Downtown,63,3,2,1493.0,4725.0,1,,0,Fair,Central,9.3,0.54,2010.0,327704
Downtown,21,5,4,2173.0,5415.0,1,Double,0,Good,Central,5.9,6.72,0.0,527138
Waterfront,5,3,2,1286.0,2849.0,2,Double,0,Good,Radiator,9.5,,0.0,416080
Historic,35,3,2,1071.0,7986.0,1,,0,Good,Electric,5.2,2.68,,284974
Rural,68,4,3,2169.0,5440.0,3,Single,0,Fair,Electric,5.9,0.36,0.0,260901
Midtown,48,1,1,485.0,8376.0,1,Double,0,Poor,Electric,9.3,4.78,0.0,154989
Suburbs,62,2,2,936.0,7739.0,1,,0,Excellent,Electric,3.4,,1993.0,216038
Suburbs,35,3,3,1200.0,7878.0,1,,0,Good,Central,9.8,3.09,2020.0,318902
Uptown,70,4,2,1926.0,5305.0,2,Double,0,Good,Central,3.3,9.78,1993.0,401693
Suburbs,21,3,3,1617.0,8196.0,1,Single,0,Poor,,7.2,6.02,2012.0,285090
Midtown,39,2,1,765.0,4735.0,1,Single,1,Good,Central,6.3,6.8,0.0,251470
Downtown,34,5,4,2733.0,5706.0,2,Single,0,Excellent,,7.1,2.28,2000.0,654084
Midtown,15,3,2,1306.0,3974.0,1,Single,0,Good,Central,5.6,2.06,0.0,316535
Downtown,6,4,4,2182.0,8235.0,3,,0,Fair,Electric,8.2,0.71,0.0,416548
Uptown,66,5,3,2383.0,5346.0,2,,0,Poor,Central,8.4,4.28,2013.0,348972
Rural,56,3,3,1244.0,6125.0,1,Single,1,Good,Central,8.0,21.99,0.0,257841
Midtown,49,4,4,1699.0,7273.0,1,Single,0,Fair,,3.2,3.84,2015.0,323355
Downtown,1,4,2,1632.0,,1,Single,0,Good,Radiator,3.0,3.87,0.0,354713
Rural,65,5,3,2084.0,2988.0,3,Single,0,Fair,Electric,7.7,2.33,0.0,355985
Midtown,28,3,3,1437.0,9274.0,2,Single,1,Good,Central,3.8,1.39,0.0,337094
Rural,20,5,3,1766.0,6849.0,2,Double,0,Good,Radiator,3.4,18.17,0.0,305222
Waterfront,48,2,2,1087.0,6937.0,2,Double,0,Excellent,Central,3.4,2.77,1999.0,376289
Waterfront,72,4,4,2014.0,3637.0,1,Single,0,Good,,3.1,0.79,0.0,441717
Rural,65,3,3,1614.0,8187.0,3,Double,0,Fair,Central,7.9,1.85,0.0,283521
Waterfront,51,2,2,987.0,4279.0,3,Single,0,Excellent,Radiator,9.9,6.59,0.0,381575
Rural,43,2,1,892.0,2417.0,3,Double,0,Good,Central,6.9,15.93,,227124
Midtown,49,3,3,1163.0,3195.0,1,,0,Excellent,Electric,7.6,1.38,2012.0,313978
Downtown,25,3,2,1359.0,2386.0,1,,1,Good,Central,7.9,3.21,2014.0,381445
Suburbs,74,2,1,984.0,4264.0,2,Double,0,Fair,Electric,3.6,1.84,0.0,195922
Midtown,76,2,1,1041.0,4875.0,1,Single,1,Excellent,Central,7.6,,0.0,291010
Uptown,41,3,3,1244.0,8582.0,1,Double,1,Good,Central,9.0,0.47,2012.0,385578
Rural,71,3,2,1356.0,4302.0,2,Single,1,Fair,Electric,8.8,4.53,0.0,258839
Waterfront,64,3,3,1421.0,9111.0,2,Single,1,Poor,Radiator,5.1,1.61,2004.0,252201
Suburbs,61,5,4,2338.0,,1,Double,0,Good,Electric,3.1,1.24,0.0,391642
Suburbs,12,4,2,1441.0,3929.0,1,Double,0,Excellent,Radiator,7.6,0.71,2019.0,428495
Rural,69,1,1,446.0,8370.0,2,Double,0,Good,Central,8.0,2.9,1991.0,118615
Suburbs,14,3,2,1535.0,2662.0,1,,0,Good,Radiator,9.6,2.6,0.0,370214
Rural,34,4,2,2041.0,4657.0,3,Single,0,Good,Electric,3.6,7.1,2002.0,295435
Downtown,48,2,2,902.0,7443.0,1,,0,Good,Radiator,9.7,2.71,0.0,281292
Midtown,61,3,2,1621.0,8828.0,1,Single,0,Good,Central,3.1,14.47,0.0,346788
Midtown,35,3,2,1545.0,6537.0,2,Single,0,Good,Central,6.1,2.99,2019.0,354527
Waterfront,65,6,4,2984.0,4091.0,1,Double,0,Excellent,,5.8,3.6,0.0,733579
Rural,59,3,2,1359.0,8287.0,2,Double,0,Poor,Central,3.1,12.6,0.0,182412
Suburbs,36,4,4,1872.0,,1,Single,0,Fair,Electric,8.3,0.6,0.0,352333
Uptown,79,3,2,1183.0,4116.0,1,Single,0,Good,Central,3.1,2.38,0.0,215117
Waterfront,19,4,2,1825.0,7727.0,2,Single,0,Fair,Central,8.7,1.01,0.0,427850
Suburbs,42,3,2,1365.0,2162.0,1,,0,Excellent,Central,5.2,3.85,0.0,354666
Midtown,69,3,2,1171.0,7497.0,2,Single,0,Fair,Radiator,4.3,8.75,0.0,238440
Uptown,19,3,2,1620.0,5692.0,1,,0,Excellent,Electric,6.5,11.09,2017.0,384897
Midtown,39,5,3,1994.0,5787.0,2,Double,0,Excellent,Radiator,3.2,0.2,0.0,424551
Historic,69,2,2,741.0,8546.0,2,Single,0,Fair,Central,4.1,2.35,0.0,191530
Waterfront,52,2,2,886.0,2930.0,2,,0,Fair,Radiator,9.5,2.35,0.0,273000
Suburbs,12,4,4,1948.0,9106.0,2,Single,0,Excellent,Central,9.4,6.59,0.0,488370
Midtown,47,3,2,1167.0,6824.0,2,Single,0,Poor,Radiator,4.5,8.82,0.0,196694
Uptown,76,3,2,1159.0,3141.0,2,Single,0,Poor,Electric,4.0,2.05,1998.0,236750
Downtown,36,3,3,1206.0,6895.0,1,Single,0,Good,Central,6.6,,0.0,349656
Downtown,63,3,2,1231.0,8455.0,2,Double,0,Excellent,Radiator,7.7,0.45,2020.0,410334
Suburbs,76,3,3,1197.0,6462.0,2,Double,0,Good,Radiator,4.9,0.45,2006.0,286159
Uptown,51,4,4,1776.0,3057.0,1,Double,1,Fair,Central,4.6,6.51,1991.0,335471
Midtown,43,1,1,353.0,2902.0,2,Single,0,Excellent,Central,9.9,8.77,0.0,165771
Suburbs,34,5,4,1837.0,6021.0,2,,0,Good,Radiator,6.4,1.62,2009.0,399767
Rural,49,3,2,1487.0,5194.0,1,Single,0,Excellent,Central,9.2,4.09,0.0,327945
Suburbs,18,2,1,864.0,8349.0,1,Single,0,Good,Central,5.7,3.81,2007.0,252628
Midtown,61,3,3,1266.0,5050.0,1,Single,0,Good,Central,3.4,10.76,1997.0,278160
Uptown,57,4,4,1408.0,5873.0,2,Single,0,Good,Electric,4.9,0.36,0.0,364531
Uptown,5,1,1,409.0,991.0,3,,0,Good,,7.6,4.97,0.0,198536
Rural,24,4,2,2056.0,7006.0,2,,0,Good,Central,6.8,1.95,0.0,384497
Suburbs,64,4,4,1672.0,3981.0,2,Double,0,Good,Central,5.5,7.28,0.0,348692
Suburbs,59,2,2,1085.0,7671.0,1,,0,Fair,Central,6.6,0.81,2006.0,191568
Downtown,38,2,2,855.0,1495.0,2,Single,1,Good,Central,10.0,5.87,0.0,333001
Uptown,33,2,2,885.0,5270.0,2,Double,0,Fair,Central,7.9,10.45,2014.0,266178
Uptown,10,4,3,2041.0,9694.0,1,Single,1,Excellent,Central,7.6,8.93,2022.0,570886
Midtown,37,3,2,1639.0,5136.0,2,Single,0,Fair,Central,6.9,15.21,0.0,276133
Midtown,11,4,2,1697.0,5920.0,1,Double,1,Good,Radiator,4.3,0.67,0.0,413802
Rural,24,3,2,1121.0,3452.0,1,,1,Good,Radiator,7.3,4.97,2002.0,291613
Historic,71,4,3,1818.0,9061.0,1,,0,Good,Central,7.0,0.36,0.0,401241
Midtown,21,3,2,1405.0,8002.0,1,Double,0,Good,Electric,8.5,3.78,2022.0,324730
Uptown,20,3,2,1625.0,4082.0,1,Single,0,Excellent,Radiator,5.3,3.15,2019.0,440575
Suburbs,10,5,3,2163.0,8178.0,2,,1,Fair,Central,5.8,1.03,0.0,352779
Rural,47,4,4,1472.0,6902.0,2,Single,0,Good,Radiator,9.9,0.35,2018.0,334258
Downtown,47,3,2,1440.0,8876.0,1,Double,1,Good,Central,5.4,10.69,1996.0,333143
Midtown,15,4,3,1416.0,2846.0,1,Single,0,Fair,Radiator,6.9,,2022.0,336101
Waterfront,44,4,3,1740.0,7247.0,1,Single,0,Good,Central,5.2,3.12,0.0,448245
Suburbs,62,3,2,1295.0,4083.0,2,Single,0,Good,Central,7.5,2.75,0.0,266646
Waterfront,6,3,3,1202.0,4373.0,1,Single,1,Good,Central,8.4,5.12,0.0,408957
Waterfront,66,3,2,1628.0,7548.0,3,Single,0,Fair,Electric,7.8,2.01,0.0,329242
Suburbs,76,6,4,2584.0,4100.0,1,,0,Poor,Electric,6.9,6.47,2005.0,383219
Downtown,4,3,3,1586.0,9394.0,2,Double,1,Poor,Central,5.2,1.06,2023.0,325142
Waterfront,23,2,1,906.0,2581.0,1,Single,0,Good,Central,7.1,1.19,0.0,332676
Rural,13,3,3,1542.0,3062.0,1,Single,0,Excellent,Central,8.4,11.78,2012.0,351382
Historic,31,1,1,440.0,4781.0,1,,0,Poor,Central,4.1,2.14,0.0,113382
Rural,16,3,3,1644.0,3129.0,2,Single,1,Fair,Electric,6.1,7.38,0.0,301331
Uptown,41,3,2,1434.0,7931.0,1,Single,0,Excellent,Central,9.1,0.22,1995.0,386615
Rural,1,3,2,1143.0,4596.0,2,Single,0,Good,Electric,6.5,,0.0,301382
Rural,12,6,4,2107.0,7489.0,2,Single,1,Excellent,Electric,9.3,2.97,0.0,522305
Uptown,56,6,4,3214.0,5975.0,1,Single,0,Poor,Central,3.6,0.37,0.0,420706
Suburbs,50,2,1,974.0,8409.0,3,Single,0,Excellent,,4.9,6.24,0.0,219855
Downtown,20,3,2,1113.0,6921.0,2,Single,0,Good,Central,6.5,1.99,2008.0,301260
